Model,Threshold,Accuracy,Precision,Recall,F1,ROC-AUC,Average Precision
XGBoost,0.5500000000000002,0.8393449419568823,0.0643312101910828,0.10553814002089865,0.07993668381480015,0.525330614886281,0.07093122697821504
